index,feat_0,feat_1,feat_2,feat_3,feat_4,feat_5,feat_6,feat_7,feat_8,feat_9,feat_10,feat_11,feat_12,feat_13,feat_14,feat_15,feat_16,feat_17,feat_18,feat_19,y
1695,66856.0,12,101,53,0.0,101,1875.0,5713.152174,41,13,8686.0,2,101,12,9,10,11,240.0,484.0,82.0,1
7124,77670.0,2,114,36,0.0,23,2050.0,4673.333333,4,7,9170.0,15,54,6,3,15,19,212.0,876.27,88.33,0
909,156062.67,19,450,252,0.0,125,3873.571429,6748.868613,52,34,40002.96,6,450,19,4,62,60,5358.0,12851.14,1027.29,1
4866,5800.94,7,19,14,0.0,13,1950.0,1391.666667,17,6,5800.94,3,19,11,5,15,18,121.0,286.0,49.5,1
7657,59050.0,35,233,127,0.0,95,14705.71429,8017.625,80,43,5460.0,6,227,17,12,25,27,7890.0,13187.57,2986.93,0
7476,1179649.08,19,813,154,0.0,99,9378.333333,33226.47222,61,156,880399.08,15,300,7,4,47,60,2040.0,5934.06,740.65,1
7665,10915.0,4,69,52,0.0,14,-88888.0,6020.0,6,5,615.0,5,69,2,2,10,10,132.0,660.0,55.0,1
915,365057.0,1,186,87,0.0,23,0.0,30811.36364,14,22,3057.0,6,186,8,3,49,60,812.0,4275.43,323.14,1
4870,1012.6,5,73,3,0.0,2,-88888.0,1000.0,5,2,1012.6,7,30,0,0,3,12,108.0,388.29,9.0,1
2016,34283.0,24,28,26,0.0,26,0.0,833.3333333,44,18,83.0,3,28,13,1,8,10,1274.0,2047.5,534.62,1
52,240470.0,38,240,83,0.0,79,17253.04348,9998.759124,125,24,88870.0,7,221,32,15,64,72,4347.0,11505.38,2496.38,1
125,20610.0,28,556,170,0.0,60,-88888.0,3575.555556,94,94,4130.0,9,316,7,4,116,114,43736.0,63275.2,17958.27,1
4253,43495.0,-88888,55,-88888,0.0,48,403.8888889,1238.703704,16,4,1020.0,9,49,8,8,11,12,120.0,547.5,67.5,1
6650,40890.0,-88888,22,8,0.0,0,0.0,0.0,2,4,90.0,5,22,0,0,6,4,39.0,80.6,14.3,1
3685,0.0,-88888,15,12,0.0,-88888,-88888.0,-88888.0,2,3,0.0,6,12,-88888,-88888,3,1,321.0,963.0,71.33,1
6259,83400.0,7,112,33,35.0,33,412.5,1645.454545,12,8,3600.0,9,87,4,2,15,19,350.0,1512.0,178.5,0
5752,33034.5,4,19,18,0.0,4,2500.0,1333.333333,36,11,34.5,3,19,0,0,1,2,45.0,66.0,23.0,1
1980,36000.0,0,12,0,0.0,12,6600.0,2788.888889,3,3,0.0,3,12,12,5,8,14,371.0,596.25,19.88,1
6499,55362.58,11,110,72,0.0,78,2177.777778,32187.5814,23,7,8021.03,5,110,55,22,45,50,4900.0,15761.67,1061.67,0
2850,50000.0,-88888,21,-88888,0.0,21,5747.5,1831.590909,5,0,-88888.0,0,21,0,0,0,0,8.0,36.0,2.5,1
4394,3104.0,-88888,21,6,2.25,1,-88888.0,900.0,5,14,104.0,11,12,0,0,7,8,45.0,99.0,29.25,1
7487,284133.35,11,332,62,31.6,56,1986.666667,10265.06849,34,41,133.35,14,200,12,11,36,37,869.0,2175.13,373.93,1
4771,5105.0,5,31,21,0.0,15,960.0,917.6470588,13,4,5.0,4,31,0,0,0,0,6.0,8.8,2.1,1
6138,140047.5,4,92,27,0.0,24,5750.0,7306.451613,9,7,32422.5,13,60,0,0,9,13,207.0,867.43,86.25,0
7032,200007.0,10,71,14,30.91,31,500.0,1153.571429,17,17,31057.0,10,48,58,54,76,77,850.0,3230.0,471.36,1
441,5210.8,18,436,85,0.0,110,4850.666667,7745.379747,34,46,1120.8,8,266,18,7,62,72,3397.0,9183.75,869.0,0
3881,2500.0,-88888,10,-88888,0.0,9,-88888.0,357.1428571,7,0,0.0,5,10,5,5,3,5,13.0,95.33,19.5,1
2288,20000.0,-88888,36,-88888,0.0,19,2161.904762,1508.305556,7,4,0.0,8,24,9,9,8,7,135.0,337.5,56.25,1
1003,38100.0,5,133,54,276.75,35,721.4285714,706.4567901,33,24,38100.0,7,102,48,33,99,120,2583.0,9747.75,968.62,1
7837,11004.82,161,179,93,0.0,39,25.86206897,174.5762712,349,143,24.82,7,152,5,3,12,13,65025.0,220511.25,29484.38,1
4211,1460120.0,4,29,25,0.0,16,-88888.0,306000.0,5,4,280120.0,6,29,0,0,0,0,1.0,5.8,1.0,0
4982,50.0,13,22,15,0.0,21,-88888.0,28.94736842,17,4,0.0,3,22,3,1,5,4,150.0,331.25,59.38,1
4598,0.9,7,92,58,0.0,57,-88888.0,-88888.0,8,11,0.9,7,88,10,-88888,4,9,66.5,335.67,34.83,1
5359,11.23,1,93,13,15.2,1,-88888.0,-88888.0,2,12,11.23,14,35,0,-88888,44,46,304.0,1900.0,110.2,1
7875,10000.0,4,66,37,0.0,6,0.0,0.0,16,14,0.0,15,50,0,0,11,10,536.0,1690.46,453.54,0
7401,146955.0,8,336,36,0.0,31,1216.0,1686.551724,54,95,0.0,12,113,12,4,35,46,6940.0,15988.69,4039.44,0
3764,94694.62,4,101,16,0.0,100,43844.0625,33317.1375,49,9,9117.72,14,101,31,26,12,19,624.0,3528.0,660.0,0
7765,379037.9,125,109,35,0.0,71,12486.94118,9965.363248,273,22,165152.9,5,109,50,37,43,44,30377.5,38268.67,14909.42,0
6770,148662.88,5,644,216,568.75,117,4457.272727,4396.804979,10,18,49176.88,9,430,26,16,55,90,2437.5,17550.0,431.25,1
3542,50542.97,17,142,123,0.0,84,10100.0,2879.782609,45,17,1842.97,4,142,22,10,29,26,1570.0,5620.6,832.1,0
5844,47900.0,3,46,2,0.0,34,1725.0,3711.25,29,12,9000.0,5,46,19,17,15,14,420.0,746.67,200.67,1
847,50000.03,0,300,187,0.0,18,17500.0,8000.0,5,7,0.03,6,300,5,0,49,50,1701.0,11529.0,304.5,0
5776,100.0,6,62,11,8.45,5,10000.0,4000.0,13,3,0.0,9,20,1,1,14,15,1098.5,2349.1,295.75,0
6255,390417.46,5,153,98,0.0,76,12503.33333,24678.91444,36,9,152107.46,4,153,15,8,19,16,2646.0,6850.2,1558.2,0
4326,5000.11,13,67,23,38.95,16,312.5,1023.333333,26,5,5000.11,9,38,13,9,26,35,225.5,545.3,96.35,1
6333,3337.73,20,107,67,0.0,28,-88888.0,3487.5,39,18,37.73,9,78,3,1,12,12,425.0,2414.0,476.0,0
5862,67000.0,15,92,70,0.0,44,0.0,4815.237368,39,21,0.0,5,92,5,2,4,5,266.0,886.67,167.83,1
7669,6970.0,5,36,17,0.0,16,812.5,394.2857143,18,10,20.0,7,33,28,20,29,41,178.5,624.75,98.81,1
5386,313115.25,24,421,265,0.0,282,4007.229792,6751.715083,79,61,292075.25,3,421,10,6,11,10,16425.5,40075.75,2840.5,0
3352,13500.73,0,50,22,0.0,11,2300.0,2163.636364,7,5,8700.73,9,39,0,0,0,1,18.0,82.8,9.0,0
2996,28950.0,19,145,71,0.0,118,3188.333333,2093.269231,47,19,13230.0,6,130,0,0,0,0,3047.5,10335.0,1888.12,0
4931,1874.13,2,34,6,0.0,9,0.0,266.6666667,4,-88888,194.9,6,26,0,0,13,13,129.0,761.71,86.0,0
6033,5000.0,-88888,14,-88888,0.0,14,1925.0,1368.518519,12,1,0.0,4,14,0,0,2,0,1799.0,2827.0,835.25,0
1539,33806.08,27,64,32,0.0,64,12355.55556,13471.15385,53,5,157.96,2,64,0,0,0,0,14.0,42.67,9.0,0
2013,4100.0,1,17,0,0.0,17,633.3333333,1087.878788,11,4,0.0,1,17,4,4,4,4,1202.5,1850.0,508.75,0
1406,546074.0,4,98,68,0.0,52,-88888.0,50802.41026,19,8,0.0,14,98,9,4,6,9,156.0,814.67,82.33,1
967,50323.91,11,569,105,0.0,78,-88888.0,2951.255957,29,36,63.91,13,280,20,4,93,85,3765.0,13322.31,1631.5,1
1423,63040.0,9,59,26,0.0,45,15117.3913,10202.15054,71,7,11390.0,3,59,4,1,6,8,4914.0,6259.5,2076.75,0
7219,56350.83,3,91,7,0.0,46,1696.296296,1393.666667,20,8,2.0,5,91,9,8,10,11,258.0,1780.2,137.6,1
3152,5423.25,3,80,56,0.0,23,1179.545455,1179.545455,30,16,23.25,4,80,4,2,12,12,308.0,918.5,99.0,1
223,3030.0,2,73,47,0.0,12,750.0,476.4705882,15,15,200.0,5,73,7,6,27,29,1580.0,4898.0,711.0,1
42,13811.76,59,917,571,0.0,628,1354.090711,1909.851852,161,88,26.19,5,917,98,52,124,129,63440.0,252540.0,9488.89,0
311,298523.0,31,443,134,0.0,184,650.3125,1205.35316,65,71,72001.0,11,387,73,41,96,126,7656.0,45530.0,3567.0,1
7807,8500.0,4,56,37,0.0,18,279.2857143,1100.277778,12,5,5000.0,5,56,0,0,5,8,50.0,121.67,20.0,1
645,54902.25,50,932,413,1586.67,190,1126.0,3285.886391,209,262,3299.35,10,772,36,20,130,139,36960.0,92360.0,10673.33,0
90,96780.0,32,372,238,0.0,92,8321.428571,12134.86486,180,46,1230.0,5,372,30,18,67,58,30681.0,57303.67,14894.08,0
3232,40065.0,10,147,45,0.0,73,4400.0,3591.038961,20,19,65.0,7,126,24,12,18,27,882.0,2296.0,350.0,1
3249,29000.0,3,48,17,0.0,27,1333.333333,1706.25,12,7,6000.0,5,48,2,1,0,1,370.0,740.0,135.67,0
997,20027.0,12,248,159,0.0,53,142.1052632,394.1860465,34,17,27.0,5,248,51,24,55,76,3780.0,9200.0,750.0,1
4864,11000.0,-88888,3,0,0.0,3,5000.0,3200.0,2,0,0.0,5,3,0,0,0,0,1.0,1.0,0.67,1
2253,0.0,-88888,5,4,0.0,-88888,-88888.0,-88888.0,2,1,0.0,6,5,-88888,-88888,0,0,14.0,28.0,7.0,1
2775,42.67,1,2,1,0.0,2,-88888.0,4950.0,2,2,0.0,2,2,0,0,-88888,0,157.5,315.0,52.5,0
6266,7000.0,6,186,17,0.0,14,2000.0,1028.571429,17,14,0.0,8,54,6,3,29,35,656.0,2551.11,264.22,1
5854,42500.92,6,71,29,0.0,35,1227.5,1637.5,34,17,20200.92,8,69,6,2,11,8,1290.0,1949.33,537.5,0
3209,3660.0,1,20,13,0.0,8,1535.0,940.0,13,1,10.0,4,20,0,0,0,0,1152.0,1958.4,691.2,0
1870,73945.0,-88888,97,-88888,0.0,97,3273.846154,2495.637097,16,9,-88888.0,0,97,9,9,8,7,780.0,3822.0,331.5,1
6879,70005.0,-88888,56,20,0.0,19,1484.615385,3252.5,25,13,19155.0,5,56,5,5,7,9,88.0,282.67,45.33,1
1864,70423.42,11,74,27,145.33,74,10200.0,19177.67442,24,6,57203.42,2,74,9,6,5,6,2834.0,7412.0,872.0,0
4968,0.78,0,68,37,0.0,37,-88888.0,-88888.0,1,10,0.78,6,67,5,-88888,4,10,1930.0,10036.0,1544.0,0
3338,29050.0,0,5,3,0.0,5,-88888.0,10400.0,3,0,50.0,4,5,1,0,0,0,5.5,24.75,4.12,0
4663,210632.8,9,108,42,0.0,106,1286.111111,3781.60981,15,3,22183.77,3,108,30,19,21,21,2434.5,18394.0,1082.0,0
4753,0.0,10,18,18,0.0,11,-88888.0,-88888.0,16,4,0.0,4,18,0,-88888,0,0,3.0,8.67,3.33,0
4797,24520.89,14,432,140,0.0,161,4239.047119,4242.230813,139,121,3.16,7,343,2,1,22,13,45201.0,91690.62,19725.88,0
1015,234960.0,45,419,250,0.0,234,8241.555556,7415.775714,97,36,90330.0,5,419,47,21,63,65,2712.5,14320.83,1939.58,0
1824,201193.9,1,55,22,2.36,4,0.0,41333.33333,11,5,1193.9,11,24,1,1,11,18,52.0,245.82,23.64,0
3035,450.0,-88888,3,-88888,0.0,2,1757.142857,1757.142857,3,3,0.0,8,2,1,1,18,22,408.0,3536.0,272.0,0
5158,137796.64,0,52,19,0.0,47,9745.833333,9674.444444,18,4,96.64,5,52,23,10,21,17,381.0,2074.33,222.25,0
4915,61311.0,10,81,62,0.0,48,5000.0,6590.823529,29,11,11.0,4,81,17,4,13,16,350.0,791.0,115.5,1
3365,26400.0,-88888,27,6,0.0,15,275.0,22397.5,5,2,18000.0,4,27,0,0,0,0,165.0,445.5,82.5,0
7692,12845.01,2,117,35,0.0,8,-88888.0,2226.923077,20,30,5.01,7,109,0,0,10,16,400.0,660.71,144.64,1
74,483574.39,173,961,713,0.0,423,149881.8611,79890.21383,454,150,67227.39,4,961,31,18,51,69,35344.0,55046.4,12708.8,0
2334,70031.1,1,30,2,0.0,27,3493.333333,19523.68852,13,5,3076.41,6,30,11,10,9,5,107.5,494.5,80.62,0
3273,1055311.04,6,588,320,0.0,158,59191.05263,82844.31034,25,23,421.46,6,576,7,4,7,6,418.0,2676.29,112.64,0
551,44506.0,17,770,165,0.0,83,1763.157895,2393.736842,71,117,17101.0,14,322,50,19,167,168,18850.0,50136.67,8320.0,0
5017,42.0,5,27,12,95.0,6,-88888.0,-88888.0,15,26,42.0,9,24,0,-88888,3,4,210.0,343.33,75.0,0
7412,120300.0,8,311,147,0.0,106,3633.444444,7383.261905,33,32,100300.0,10,280,16,9,28,40,5625.0,21818.18,2250.0,0
3239,166013.0,14,1543,142,0.0,113,20144.17143,18750.80361,37,157,2513.0,14,449,0,0,1,2,135.0,355.4,40.9,0
7082,17258.0,26,418,201,0.0,107,6804.615385,5254.054054,50,42,208.0,7,418,6,4,11,11,9752.0,21620.0,2346.0,0
270,6843.29,2,199,57,0.0,20,1333.333333,803.8461538,7,5,8.55,7,172,15,2,56,55,1925.0,5348.75,247.5,0
2190,6000.0,1,13,5,0.0,13,0.0,1750.0,1,0,3000.0,2,13,1,0,0,1,15.0,18.0,0.5,1
2354,90.0,-88888,1,-88888,0.0,1,2100.0,2100.0,1,1,-88888.0,0,1,0,0,0,0,384.0,512.0,64.0,0
7316,31520.0,6,198,67,0.0,66,500.0,7652.985075,36,12,990.0,8,145,11,4,32,39,1008.0,1855.0,304.5,1
5495,144223.24,35,125,108,0.0,65,0.0,2207.791875,87,14,10821.38,3,125,13,5,25,24,15372.0,48678.0,4145.46,0
2145,75213.0,-88888,66,-88888,0.0,44,1129.62963,2790.070922,29,11,0.0,10,44,7,7,4,2,595.0,4204.67,694.17,0
7127,4000.48,6,358,127,3.88,25,-88888.0,8166.666667,36,41,0.48,8,239,2,0,22,22,651.0,1790.25,243.48,0
709,2000.0,23,336,201,0.0,74,1281.521739,1526.339412,68,89,0.0,5,336,23,18,67,60,5482.5,11610.0,2569.25,0
4347,0.0,-88888,5,3,0.0,2,-88888.0,2750.0,3,1,0.0,3,5,0,0,0,2,8.0,17.33,2.67,1
5181,5250.0,1,8,3,0.0,6,-88888.0,926.9230769,6,5,0.0,4,8,4,3,5,5,76.5,267.75,76.5,0
5664,74354.0,-88888,35,5,0.0,25,4100.0,11803.02381,13,6,44354.0,8,31,4,4,4,3,93.0,444.33,87.83,0
5423,146370.0,21,293,144,0.0,229,5482.909091,3945.597015,76,18,10070.0,4,293,73,49,45,51,13363.5,34881.0,3427.7,0
5785,40050.0,1,26,15,0.0,9,-88888.0,20000.0,2,2,50.0,7,26,0,0,1,2,16.0,33.14,8.57,1
7687,9004.0,17,103,86,0.0,43,-88888.0,488.974359,43,18,4.0,4,103,11,6,27,25,2125.5,4251.0,681.25,1
768,72895.0,7,454,210,0.0,114,2770.416667,2448.064516,25,14,19920.0,6,454,41,26,127,131,2320.0,16405.71,961.14,1
3801,2000.0,5,28,21,0.0,10,200.0,200.0,10,6,2000.0,6,28,23,1,46,43,627.0,3135.0,243.83,1
1570,23082.0,19,36,30,0.0,36,-88888.0,2360.0,20,7,82.0,2,36,5,1,4,3,72.0,153.0,30.0,1
6952,55622.3,38,511,391,0.0,202,22204.24242,16729.38776,109,59,42.3,6,511,66,17,66,81,2436.0,13157.71,1267.71,1
2178,2100.0,-88888,9,6,0.0,3,-88888.0,300.0,4,2,0.0,3,9,0,0,0,0,60.0,200.0,40.0,1
2564,10000.0,7,29,27,0.0,20,-88888.0,1100.0,11,3,0.0,3,29,19,7,17,16,69.0,375.67,42.17,1
2081,4180.85,3,39,7,0.0,14,578.5714286,440.0,8,13,0.85,11,14,1,1,8,10,39.0,154.14,33.43,1
7734,69550.86,6,353,254,7.25,98,0.0,4264.137931,15,8,615.86,5,353,2,2,8,10,261.0,1566.0,79.75,0
1945,8045.0,1,39,38,0.0,3,4000.0,4000.0,7,1,45.0,3,39,4,0,13,11,272.0,1314.67,90.67,0
5413,64699.42,-88888,8,-88888,0.0,8,1255.447778,2671.9612,0,1,50.0,9,8,5,5,3,6,126.0,840.0,42.0,0
5654,1213.39,1,34,20,0.0,10,-88888.0,-88888.0,2,7,1213.39,6,34,1,-88888,3,2,144.0,259.2,61.2,0
7934,2018.0,3,21,2,49.09,0,-88888.0,0.0,6,7,23.0,10,10,13,5,29,34,135.0,360.0,61.36,0
6941,67165.0,3,170,97,0.0,73,2282.142857,4593.023256,17,10,165.0,6,170,9,7,16,25,186.0,1040.71,66.43,1
1054,1000.0,5,104,71,0.0,18,-88888.0,0.0,16,18,1000.0,4,104,37,2,83,102,2256.0,8516.4,521.7,1
6767,851788.4,-88888,160,16,0.0,18,9791.666667,37543.47826,3,4,1788.4,6,160,3,3,11,12,142.5,1501.0,30.08,0
7643,6241.73,9,124,59,66.0,53,171.9285714,452.2941176,21,20,7.73,9,82,7,5,26,34,770.0,3410.0,313.5,1
3616,4638.0,9,29,19,0.0,19,-88888.0,909.2307692,29,14,33.0,4,29,1,1,1,1,2250.0,3562.5,1406.25,0
4590,227696.21,245,708,593,0.0,460,-88888.0,30733.47913,586,160,72770.44,4,708,23,5,27,23,70004.0,98126.0,26660.0,0
292,162225.16,11,532,201,0.0,103,1178.333333,1892.477064,25,16,11002.16,13,308,24,10,80,89,6270.0,42790.71,1445.36,0
6693,26516.01,-88888,25,-88888,0.0,2,-88888.0,7750.0,3,3,16.01,6,24,0,0,10,11,63.0,150.5,15.75,1
3378,580830.78,12,119,57,463.0,91,955.1515152,5516.370968,22,10,1570.78,6,115,11,3,8,12,2778.0,18321.57,1025.21,0
2427,35100.0,2,17,0,0.0,17,2383.333333,2379.310345,11,4,12400.0,3,17,2,2,1,1,82.0,246.0,61.5,0
3118,5082.0,26,43,20,0.0,43,520.0,572.4,71,18,232.0,6,43,47,35,28,34,2106.0,3718.0,962.0,1
7722,198053.0,11,337,201,0.0,203,16294.11765,15067.96296,41,26,2933.0,5,337,38,20,35,46,3024.0,12600.0,828.0,0
6144,784647.47,1970,2634,1450,99.75,2203,19193.88725,13735.68279,4185,1595,702884.47,7,2632,34,20,35,52,39900.0,292965.75,89226.38,0
6161,323342.0,9,75,43,0.0,21,666.6666667,15800.0,25,15,323342.0,9,70,1,0,9,7,1793.5,4299.12,619.81,0
770,23147.0,21,1391,193,0.0,119,2088.888889,9528.5,46,83,227.0,13,756,35,20,174,179,7943.0,35634.86,2764.36,1
7717,197064.58,53,878,410,723.29,411,15053.22619,16229.75466,105,86,32323.58,18,698,15,10,83,82,6727.5,20155.26,2381.71,0
1310,35020.15,9,51,34,0.0,31,2500.0,9052.941176,21,7,20.15,3,51,8,2,7,8,483.0,1196.0,126.5,0
3903,57745.68,170,230,156,0.0,121,1997.538462,3353.258842,514,135,10468.78,4,230,4,1,1,1,3360.0,3557.4,1570.8,1
6518,253464.5,11,272,141,0.0,226,15558.81356,13297.05882,37,17,25024.5,3,272,33,22,34,32,1587.0,5278.5,353.62,1
4935,2000.04,3,49,37,0.0,11,1000.0,1000.0,11,8,0.04,5,49,1,0,3,4,190.0,462.33,82.33,0
4593,16077.61,3,36,15,0.31,16,5725.0,2945.454545,10,8,77.61,8,28,4,3,3,5,17.5,35.62,6.56,1
1591,36490.0,-88888,62,-88888,0.0,62,2160.0,2064.126984,32,12,-88888.0,0,62,20,20,9,14,3696.0,7777.0,1347.5,1
1846,20.0,2,25,25,0.0,3,-88888.0,-88888.0,19,6,20.0,3,25,0,-88888,10,11,85.0,255.0,53.83,1
283,42659.78,31,162,103,177.17,68,613.3333333,1080.537634,66,19,11009.78,8,154,61,27,91,103,22323.0,43346.78,5925.24,0
6815,68500.0,0,289,59,0.0,40,15330.0,8744.067797,3,4,20100.0,8,188,4,3,9,11,375.0,852.78,29.17,1
979,48821.0,71,816,572,0.0,379,3237.083333,5453.267717,156,67,41.0,5,816,93,45,108,114,7965.5,29415.67,3684.42,1
2505,20000.0,0,63,5,0.0,34,1069.333333,782.4242424,9,11,10000.0,6,63,27,27,33,37,917.0,3930.0,327.5,1
6141,22011.0,22,89,69,0.0,46,3122.222222,5087.724138,41,23,211.0,4,89,9,2,15,13,450.0,1053.0,216.0,1
5986,70218.43,15,337,276,0.0,137,1849.117647,3709.238095,41,15,388.43,4,337,22,13,21,20,2394.0,7774.8,672.6,0
397,0.0,6,267,127,0.0,46,2125.0,1855.555556,18,24,0.0,6,247,21,5,68,68,2712.0,7135.14,556.93,1
7227,80000.0,-88888,30,27,0.0,3,8888.888889,8888.888889,1,2,0.0,4,30,0,0,3,6,24.0,130.0,6.0,1
7235,36706.72,7,174,76,184.38,40,-88888.0,4173.0,16,19,13710.72,21,111,4,1,25,29,352.0,1454.1,125.71,0
5475,11550.0,2,38,24,0.0,21,-88888.0,1186.666667,8,4,0.0,6,38,1,0,2,1,170.0,595.0,99.17,0
1795,8000.0,4,20,6,0.0,15,545.4545455,2210.526316,6,1,0.0,10,15,5,4,1,5,200.0,640.0,90.0,0
130,1789325.74,0,923,235,0.0,97,1163.333333,107265.6859,20,42,13592.74,7,713,25,25,152,156,7004.0,30307.75,2072.88,1
5437,0.0,0,94,30,63.9,1,0.0,0.0,5,9,0.0,9,36,0,0,9,8,142.0,773.9,115.97,1
7768,111000.0,0,207,140,0.0,36,-88888.0,5570.175439,9,17,0.0,5,207,14,14,18,17,306.0,1870.0,284.75,0
4675,500.0,0,7,7,0.0,3,0.0,0.0,1,0,40.0,3,7,3,0,3,3,80.0,533.33,13.33,0
2922,39580.09,4,63,41,0.0,39,3329.0,14465.42703,14,7,143.09,3,63,16,3,11,17,310.5,688.5,47.25,1
4345,74650.0,21,146,72,0.0,60,2600.0,8164.285714,65,63,37644.21,11,105,0,0,6,8,285.0,418.0,134.73,0
5705,12250.5,22,225,177,0.0,101,100.0,2975.634921,110,13,0.5,9,224,14,9,7,15,868.0,3658.0,723.33,1
4182,3069.0,4,14,13,0.0,7,0.0,17.85714286,17,14,1419.0,11,14,14,10,12,15,123.0,351.43,96.64,1
3287,52075.0,4,34,13,0.0,4,25250.0,12625.0,6,9,50725.0,7,30,5,3,6,10,60.0,72.0,24.0,1
2889,2200039.0,-88888,26,-88888,0.0,26,74007.63158,74007.63158,8,1,-88888.0,0,26,3,3,3,2,100.0,270.0,45.0,1
2956,4017.18,4,38,25,0.0,38,1100.0,2042.307692,10,1,1017.18,2,38,6,2,4,3,64.0,109.33,14.67,1
3156,3.69,0,2,1,0.0,2,-88888.0,2500.0,0,0,3.69,4,2,0,0,0,0,6.0,10.0,0.0,1
3044,45250.0,-88888,21,-88888,21.9,3,360.0,342.8571429,8,4,39050.0,11,14,0,0,6,4,146.0,540.2,87.6,0
1769,224627.0,-88888,50,-88888,0.0,50,1543.463415,4305.925532,38,10,29660.0,1,50,4,4,3,4,7940.0,14689.0,3771.5,0
4106,275420.48,16,387,288,0.0,175,10010.0,11752.125,31,7,77880.48,7,356,0,0,5,3,70.0,392.0,22.17,1
881,1885909.68,2,941,335,0.0,286,1401.868132,8476.487119,23,20,1156.03,9,717,49,25,139,161,6321.0,58741.2,1298.5,1
4862,13189.15,16,47,27,0.0,46,2736.428571,2163.846154,19,11,4168.96,4,47,1,1,1,0,56.0,122.5,21.0,0
1453,1252554.4,150,3112,2648,0.0,2013,70.0,24806.7918,300,63,1252554.4,2,3112,49,22,38,41,24881.0,142011.67,6950.0,0
1454,60977.0,6,36,19,0.0,36,2333.333333,14837.5,11,1,977.0,2,36,4,1,2,4,45.0,141.0,16.5,1
758,11039.0,6,183,99,0.0,40,1375.0,1277.083333,18,21,4009.0,10,172,13,7,35,37,455.0,1414.0,147.0,1
4080,35762.7,11,95,66,0.0,82,1100.0,45029.6875,26,13,47.7,3,95,18,8,12,12,1092.0,3981.25,329.88,0
7569,138094.0,15,371,227,0.0,163,4931.052632,4630.714286,30,33,5014.0,6,371,19,8,22,39,3430.0,14735.0,1067.5,0
4204,1612810.0,20,139,39,0.0,130,66001.63934,85586.94149,56,8,1612810.0,3,139,15,11,10,15,6750.0,14875.0,1812.5,1
4262,173060.0,20,92,45,0.0,81,8637.837838,10963.33333,50,19,23560.0,3,92,60,33,32,49,3377.5,7816.5,1278.62,1
1322,3311.0,-88888,6,-88888,0.0,6,333.3333333,470.0769231,3,2,-88888.0,0,6,4,4,3,1,54.0,48.0,21.0,1
2442,2345.0,-88888,5,-88888,0.0,5,2500.0,2171.428571,4,1,-88888.0,0,5,4,4,4,0,50.0,100.0,20.0,1
3462,69050.0,14,134,76,0.0,128,4896.296296,6839.0625,33,18,3000.0,5,134,34,15,20,27,6556.5,16391.25,2062.12,0
4493,1123.98,-88888,1,0,0.0,1,0.0,78.57142857,15,4,0.0,4,1,0,0,0,0,161.0,115.0,61.33,1
5393,11204.0,5,71,60,2.94,34,-88888.0,1298.181818,12,7,24.0,9,71,18,3,23,31,70.5,622.75,58.75,1
3540,9364.0,1,35,21,0.0,13,-88888.0,2084.848485,9,5,14.0,11,34,1,1,5,6,126.0,688.8,63.0,0
4147,14812.69,23,169,87,0.0,99,5213.857143,15475.9898,66,38,41.69,8,169,10,4,8,7,1073.0,1332.0,309.21,1
36,877355.95,1,282,76,0.0,30,7500.0,20370.0,12,28,100548.95,9,220,15,5,86,96,2526.5,11605.6,872.05,0
4546,58715.2,5,73,21,0.0,70,386.7391304,964.8756219,19,10,1518.2,4,73,41,36,27,27,5649.0,15333.0,896.67,0
2449,92303.0,-88888,140,-88888,0.0,8,13062.5,13062.5,0,11,53.0,11,9,1,1,26,30,174.0,1566.0,78.71,1
3932,8500.0,2,70,14,0.0,4,-88888.0,0.0,3,9,0.0,10,22,1,0,0,1,12.0,30.8,7.2,0
2802,4807.86,13,72,53,0.0,66,207.1428571,340.625,28,6,3.1,3,72,5,1,4,4,234.0,463.5,63.0,1
3787,10000.0,4,39,28,0.0,19,-88888.0,3347.619048,17,7,50.0,3,39,5,3,8,9,490.5,1389.75,245.25,0
269,100147.76,8,300,168,0.0,47,3192.307692,3205.193548,73,29,7.76,10,290,21,6,82,87,2848.0,15584.89,1384.44,1
3969,80000.0,2,24,18,0.0,9,19333.33333,10000.0,15,8,70000.0,3,24,2,0,0,1,283.5,551.25,133.88,0
1488,195950.0,0,208,141,0.0,133,2223.928571,2620.900901,1,1,108050.0,3,208,39,14,43,41,8235.0,24705.0,45.75,0
1405,46720.0,13,75,49,0.0,42,2030.0,2081.15942,52,19,53.0,3,75,0,0,0,0,22.0,35.5,6.62,1
1035,3732.99,10,199,115,0.0,60,1169.254902,764.5925926,30,23,32.99,7,193,41,17,67,86,2793.0,7294.88,652.31,0
3294,1500.0,-88888,64,5,0.0,18,363.6363636,486.2068966,9,3,0.0,5,64,2,2,5,3,32.0,115.2,28.0,1
5383,287375.0,15,49,28,0.0,30,10000.0,5439.189189,40,29,124075.0,4,49,4,3,5,5,410.0,1049.6,205.0,1
2561,94552.77,4,44,32,0.0,34,500.0,3758.928571,8,6,1802.77,3,44,31,12,22,22,445.5,1856.25,99.0,1
4408,350.0,4,61,31,0.0,7,-88888.0,60.0,6,17,0.0,6,61,9,4,6,11,98.0,224.0,39.2,1
2405,3950.0,3,51,35,0.0,32,4552.380952,2194.4,21,12,0.0,2,51,8,5,5,8,132.0,337.33,38.5,1
3399,16399.86,4,62,14,0.0,36,3127.241379,2578.77551,23,9,3939.86,13,61,1,1,1,2,15.0,71.25,13.12,1
