index,feat_0,feat_1,feat_2,feat_3,feat_4,feat_5,feat_6,feat_7,feat_8,feat_9,feat_10,feat_11,feat_12,feat_13,feat_14,feat_15,feat_16,feat_17,feat_18,feat_19,y
2808,20600.0,2,10,4,0.0,8,4000.0,2758.823529,8,3,0.0,3,10,5,3,4,6,152.0,532.0,95.0,1
3400,100027.89,3,55,16,0.0,21,4200.0,6679.130435,6,3,35527.89,12,35,2,2,5,8,116.0,374.77,33.46,1
5180,290493.0,33,55,39,0.0,22,16428.57143,25650.25641,84,45,20493.0,4,55,0,0,1,1,32.0,21.2,12.5,0
6654,10000.0,-88888,8,2,0.0,6,500.0,1375.0,2,0,0.0,3,8,0,0,4,4,4.0,18.67,2.0,1
7315,0.0,9,380,203,0.0,88,7179.824286,17506.36565,39,33,0.0,7,357,0,0,8,9,812.0,1880.0,218.0,1
5420,0.0,0,21,21,0.0,8,-88888.0,-88888.0,0,0,0.0,3,21,2,-88888,3,4,288.0,1440.0,48.0,0
4874,355.0,0,6,6,0.0,3,-88888.0,-88888.0,1,0,355.0,3,6,1,-88888,1,4,54.0,360.0,18.0,0
7659,28881.0,52,206,162,0.0,137,5178.571429,5048.129032,92,44,59.0,4,206,25,18,24,28,5819.0,16951.0,2040.87,0
5784,169863.44,2,165,145,0.0,50,4166.666667,5846.176471,8,4,68453.44,3,165,12,9,17,17,2997.0,13320.0,374.62,1
5185,26550.0,27,115,96,0.0,56,1983.6,1593.684211,59,24,0.0,5,115,18,11,19,21,3829.5,7072.5,1604.25,1
2024,50182.0,-88888,9,6,0.0,3,13033.33333,9820.0,1,1,182.0,2,9,1,1,1,1,95.0,209.0,9.5,0
1830,15913.0,4,55,21,0.0,40,2370.833333,3692.24,16,2,10613.0,3,55,7,5,10,12,108.5,581.25,62.0,0
2811,508080.0,53,246,214,0.0,158,14571.42857,5439.69697,120,32,3880.0,11,246,21,9,27,27,19199.5,43573.33,8238.08,0
5766,9926.0,11,56,21,0.0,16,2487.5,1725.0,28,15,76.0,9,29,9,6,39,42,320.0,903.11,149.33,1
6821,14.5,17,124,86,0.0,41,-88888.0,363.3333333,28,5,14.5,8,96,9,1,16,14,272.0,1457.14,204.0,0
4205,80.0,1,42,39,46.0,3,-88888.0,-88888.0,18,10,80.0,8,39,0,-88888,0,0,552.0,1410.67,414.0,0
4341,444551.0,12,145,53,0.0,129,28401.04839,26678.94558,34,5,185390.0,4,145,14,12,14,15,1048.0,4768.4,484.7,0
2456,167350.0,6,49,28,0.0,49,3947.826087,3421.428571,11,4,116950.0,2,49,6,3,5,3,472.0,2124.0,255.67,0
7030,69895.52,22,121,82,0.0,53,1285.714286,3026.477273,63,27,4633.12,7,121,9,5,14,12,2948.0,4307.14,1139.0,0
271,31051.62,8,189,80,71.93,59,-88888.0,2384.736842,10,21,1261.62,18,123,21,6,48,54,424.0,2021.57,249.86,1
2257,10401.0,17,63,42,0.0,48,243.1707317,371.7241379,35,14,0.45,2,63,20,5,18,23,1192.5,2597.0,251.75,1
3808,50885.0,31,116,75,0.0,105,1200.0,3948.305085,48,13,35.0,3,116,13,5,11,8,176.0,480.0,100.0,1
6765,52.63,-88888,16,4,0.0,-88888,-88888.0,-88888.0,2,9,52.63,9,8,-88888,-88888,6,6,90.0,162.5,31.25,1
3524,18587.58,4,23,7,0.0,21,1106.25,2103.076923,11,7,6.08,7,22,4,4,3,4,168.0,378.0,73.5,0
6087,94034.0,-88888,54,2,0.0,49,2186.0,3037.078652,7,6,100.0,4,54,23,23,18,16,519.0,8952.75,583.88,0
3372,37200.96,9,40,15,0.0,29,7825.0,5000.0,15,6,0.96,5,40,13,4,14,17,4044.0,10379.6,1213.2,0
6552,54100.03,0,17,0,0.0,13,0.0,1285.964912,1,0,54100.03,4,17,14,12,14,16,220.0,1210.0,27.5,1
4583,21001.17,9,42,13,0.0,19,2120.833333,1764.885714,21,22,7081.17,11,33,1,0,3,4,552.5,1360.0,289.0,0
3337,15084.0,4,28,14,0.0,26,-88888.0,361.04,7,0,19.48,5,28,16,10,12,12,120.0,670.0,45.0,0
712,20802.0,21,97,55,0.0,54,1099.0,1663.231884,49,15,697.0,7,91,30,17,54,51,4162.5,12279.38,2254.69,0
7748,2500.0,10,166,98,0.0,31,2100.0,28800.0,38,23,0.0,6,163,9,0,19,23,4170.0,8975.43,1251.0,0
4131,10000.0,-88888,20,6,0.0,7,-88888.0,1055.555556,2,1,0.0,5,20,1,1,1,0,166.0,531.2,83.0,0
3463,24265.53,0,32,3,0.0,29,705.5551852,827.3785437,4,1,3666.67,8,30,2,2,2,2,60.0,1008.0,24.0,0
7631,55103.38,18,373,276,0.0,182,8031.290323,9882.598425,34,17,2134.8,3,373,28,17,31,30,5291.0,23559.25,935.46,0
4638,97000.0,8,40,32,0.0,29,1000.0,9318.181818,15,4,3500.0,3,40,2,0,2,2,133.0,427.5,76.0,0
6,284701.73,26,552,319,0.0,291,43821.75,24598.52066,74,31,6371.35,5,552,86,43,101,113,16661.5,77517.33,6321.92,0
6112,176040.0,16,60,53,0.0,33,-88888.0,30926.15385,30,10,40.0,3,60,6,0,13,9,2832.0,4425.0,1032.5,0
4231,270706.0,37,244,105,0.0,230,5964.666667,5871.59601,120,59,40049.0,3,244,37,17,25,27,1312.0,6027.0,640.62,1
373,180008.38,12,326,156,226.3,98,4220.032667,2838.470962,52,47,19398.38,9,303,36,21,93,102,2774.0,8322.0,1116.9,1
3291,410570.0,1,114,0,0.0,114,3897.462687,5293.099415,11,3,310170.0,3,114,31,31,16,28,1939.0,18282.0,831.0,0
7660,8492.36,36,338,202,0.0,177,4267.846154,10459.5814,84,39,11.86,5,338,3,0,12,9,617.5,1549.17,154.92,1
1186,905240.0,4,248,38,0.0,247,22660.61224,37839.02954,29,19,143610.0,2,248,1,1,0,1,209.0,1368.0,95.0,0
546,1100.0,15,139,94,0.0,32,-88888.0,51.78571429,30,20,0.0,7,138,59,20,99,115,1760.0,6826.67,622.22,1
1739,62310.0,13,195,124,0.0,129,7238.823529,4906.534483,48,9,2168.0,3,195,36,24,35,37,10064.0,31824.0,3264.0,0
4890,695000.0,4,127,22,0.2,29,74444.44444,57230.76923,17,21,120000.0,14,59,0,0,1,1,21.0,37.6,8.1,0
6622,45000.0,7,79,52,0.0,37,-88888.0,2775.0,9,7,30400.0,7,77,6,1,10,15,88.0,445.5,31.62,1
3651,120019.1,1,200,37,0.0,28,2727.272727,4468.75,7,15,120019.1,20,87,7,1,14,15,196.0,1017.33,68.83,0
4697,16000.0,5,39,6,22.0,14,0.0,1270.833333,11,1,7000.0,10,16,8,5,19,17,396.0,990.0,66.0,0
55,497010.0,24,593,388,0.0,343,21178.125,25899.29365,74,36,82.0,4,593,69,26,98,104,6040.0,21200.4,1570.4,1
1599,112247.15,26,144,62,0.0,144,24585.0,17584.48175,54,17,510.21,2,144,17,13,11,15,12136.0,19042.67,2910.67,0
7350,17550.0,7,77,11,0.0,60,368.5714286,3688.461538,42,18,100.0,6,77,11,11,11,11,1400.0,6664.0,1400.0,0
4255,145323.0,2,19,4,0.0,8,-88888.0,15944.44444,3,1,1223.0,7,16,1,1,2,2,14.0,30.8,4.9,1
7042,304945.0,50,236,113,0.0,133,22379.09091,25486.33083,113,51,99874.0,7,211,8,8,30,15,1246.0,3226.25,762.06,1
2522,143031.0,13,174,101,0.0,142,6282.553191,12683.8587,32,12,108231.0,8,161,51,15,38,35,168.0,2116.8,196.0,1
1722,45500.0,-88888,38,-88888,0.0,38,4764.705882,4800.791045,18,0,7788.0,1,38,2,2,2,2,27.0,52.0,9.0,1
1206,1516.49,5,137,118,0.0,85,166.6666667,911.8064516,25,8,0.49,3,137,15,6,10,15,237.5,818.75,78.12,1
2177,1500.0,7,31,22,0.0,18,-88888.0,600.0,12,3,0.0,3,31,10,5,5,10,48.0,261.33,30.22,1
3038,54760.0,14,45,27,0.0,45,1440.0,4600.606061,23,7,10.0,2,45,7,6,2,5,1652.0,4956.0,944.0,0
5104,68175.15,10,253,182,0.0,140,29869.75,71624.36441,27,12,4813.66,4,253,22,11,18,20,4428.0,7699.8,442.8,0
349,779126.96,25,785,621,0.0,344,20595.68182,11280.7109,52,33,720306.96,4,785,122,47,116,136,8075.0,46447.4,2131.8,1
272,98187.24,9,343,209,0.0,93,2077.0,5819.476744,30,30,2012.24,5,343,23,12,61,75,7210.5,26264.33,1201.75,1
4450,2450.0,6,34,17,0.0,23,0.0,689.6551724,13,8,990.0,7,33,13,11,13,20,196.0,448.0,46.0,1
3744,136500.0,2,86,49,0.0,49,3000.0,4222.5,9,3,0.0,4,86,2,1,1,4,20.0,77.5,10.0,1
7857,18481.83,13,217,140,0.0,130,1337.368421,11954.86192,66,25,3700.83,3,217,57,24,45,63,24570.0,65913.75,8268.75,0
2394,160017.37,4,71,34,0.0,58,2546.296296,4334.047619,29,8,15308.13,3,71,25,20,12,17,336.0,784.0,105.0,1
3265,84915.71,24,277,159,0.0,185,11113.45238,6865.757322,103,47,10507.8,3,277,43,26,40,54,24752.0,52003.0,6545.0,0
814,85722.0,53,611,412,0.0,288,4710.606061,14473.61702,135,79,51412.0,5,611,10,7,24,30,10509.0,23240.33,3396.28,0
3645,9586.41,8,47,42,0.0,33,1275.0,2091.666667,12,4,4486.41,4,47,27,5,19,27,90.0,720.0,63.0,1
5047,142047.1,3,108,38,0.0,72,9026.458333,7482.5,27,6,5.1,3,108,10,8,11,11,140.0,876.0,62.0,1
3428,13500.0,-88888,29,-88888,0.0,28,1067.833333,2369.957447,8,1,0.0,4,29,8,8,8,2,170.5,527.0,77.5,1
2034,46900.0,1,53,46,0.0,16,5418.181818,5418.181818,10,4,0.0,3,53,2,0,9,11,336.0,1680.0,140.0,1
5030,120040.0,23,159,75,0.0,120,7845.753425,4620.217391,99,36,78990.0,3,159,39,28,32,33,2759.0,5740.5,1123.62,1
4798,180000.0,21,508,265,0.0,133,46533.07692,31123.0,59,66,0.0,10,420,1,0,5,7,176.0,770.91,87.64,1
3658,21790.0,-88888,26,1,0.0,23,200.0,4731.95122,5,6,0.0,5,26,9,9,5,5,48.0,152.0,22.0,1
5847,29448.56,12,48,19,0.0,44,4673.913043,2710.277778,30,7,18884.08,4,48,41,21,36,36,1908.0,6423.6,1113.0,0
5295,3021.0,2,49,37,0.0,13,-88888.0,6394.5,22,7,321.0,3,49,1,0,6,5,231.0,594.0,107.25,0
1661,0.0,2,9,9,0.0,6,-88888.0,-88888.0,4,1,0.0,3,9,0,-88888,0,0,1.0,3.33,0.83,1
174,13300.41,27,241,116,694.07,62,6383.333333,1532.258065,55,51,0.41,8,191,14,6,38,74,21551.0,58094.0,5066.74,0
4250,8700.0,12,50,7,0.0,10,0.0,2425.914815,34,22,0.0,7,42,1,0,6,4,1551.5,2688.38,494.88,0
5006,89520.0,16,370,232,0.0,317,10946.0,82806.0,56,15,5236.0,14,369,37,21,39,35,1491.0,10531.67,733.67,1
6130,5000.0,16,73,22,0.0,57,396.8421053,532.4,48,24,1000.0,4,73,10,9,7,11,1072.0,2050.2,402.0,1
2935,4000.0,0,6,1,0.0,6,500.0,1033.333333,0,0,0.0,1,6,0,0,0,0,105.0,140.0,0.0,0
4516,9410.0,-88888,6,1,0.0,5,-88888.0,15052.14286,4,1,0.0,4,6,2,2,2,0,3.0,11.0,3.0,1
3056,22000.0,1,33,14,0.0,21,642.8571429,960.2142105,19,8,560.14,3,33,0,0,3,3,526.5,972.0,192.38,1
4357,50000.0,0,11,2,0.0,3,20000.0,13333.33333,3,4,50000.0,12,6,0,0,0,0,25.0,57.14,12.5,0
3943,29600.0,2,19,2,0.0,19,-88888.0,2403.125,11,5,600.0,4,19,8,6,2,8,45.0,99.0,19.5,1
5967,40.0,8,61,60,0.0,29,-88888.0,3000.0,16,7,40.0,4,61,2,0,5,5,44.0,136.0,21.0,1
341,64194.5,20,413,268,0.0,161,3082.089552,1726.781609,78,44,3120.0,5,413,44,20,73,72,4657.5,11193.33,1245.83,1
6256,0.0,9,115,78,0.0,22,-88888.0,-88888.0,18,14,0.0,7,105,0,-88888,4,4,1160.0,2672.14,597.26,1
7446,4000.0,1,56,55,0.0,2,1000.0,428.5714286,7,3,0.0,4,56,4,2,15,18,84.0,856.8,25.2,1
405,2280.0,11,437,256,0.0,66,1514.285714,1020.833333,49,50,10.0,7,379,8,1,53,82,3540.0,9617.0,944.0,1
585,1084921.71,40,2714,770,435.94,464,24577.56632,22376.26194,107,113,1084921.71,15,1442,21,14,173,188,20925.0,124561.88,5362.03,0
6631,172800.0,1,150,130,0.0,50,100.0,87015.625,6,3,172300.0,4,150,19,8,26,41,260.0,2464.8,52.0,1
5410,8750.0,2,43,7,0.0,40,448.1481481,612.7659574,34,9,8250.0,3,43,29,25,17,24,1760.0,5060.0,1072.5,0
7299,39299.0,10,84,44,0.0,38,1518.888889,2099.25,28,11,300.0,5,84,4,4,10,18,300.0,1130.0,175.0,1
1140,13150.0,7,34,19,0.0,34,5000.0,635.8974359,11,5,0.0,2,34,30,19,16,22,180.0,560.0,55.0,1
4941,0.0,2,4,4,0.0,2,-88888.0,-88888.0,3,1,0.0,3,4,0,-88888,2,2,126.0,168.0,35.0,0
3193,199380.0,8,75,19,0.0,65,7248.181818,11230.61404,49,31,152180.0,3,75,19,19,13,13,2886.0,6160.5,1470.75,0
678,206656.0,5,321,219,0.0,138,13016.07143,16029.90476,41,22,131.0,5,321,28,10,49,55,5332.5,22910.0,1975.0,0
4796,1069094.0,-88888,123,12,0.0,47,10783.0,12904.5614,4,5,957594.0,6,117,6,6,5,4,188.0,932.17,109.67,1
7904,79340.0,7,159,82,0.0,105,3920.0,1798.947368,31,16,9580.0,6,158,19,12,22,24,1287.0,3026.57,403.07,0
3396,56404.96,4,34,24,0.0,17,12500.0,30030.64357,7,0,0.0,4,34,0,0,0,0,6.0,14.0,2.0,0
1652,6500.0,11,35,18,0.0,30,791.6666667,1145.714286,25,5,0.0,2,35,10,7,11,12,4411.0,8688.33,1670.83,0
5843,120500.0,3,110,61,0.0,20,8600.0,15834.76667,22,10,120500.0,6,110,10,2,17,14,243.0,709.71,69.43,0
5591,6063.0,7,56,31,0.0,33,2814.89,2443.8458,19,9,6.23,5,56,13,12,9,15,210.0,528.0,108.0,1
3632,1681.95,13,18,8,0.0,16,775.8333333,410.5686275,37,8,117.95,4,18,6,6,7,7,154.0,277.2,85.8,1
569,36183.91,23,249,95,0.0,61,235.2941176,861.032,51,44,7.55,9,177,21,18,79,82,28063.5,68623.2,7360.05,0
3345,220600.0,2,135,44,0.0,28,10833.33333,13461.53846,5,5,110600.0,12,91,0,0,0,0,2.0,8.46,1.0,1
3144,6485.0,3,14,2,0.0,13,-88888.0,506.0606061,6,2,1760.0,3,14,4,3,4,3,111.0,333.0,43.17,0
6314,54560.0,3,87,42,212.14,66,833.3333333,869.1056911,5,2,28990.0,6,86,25,7,18,23,315.0,1562.14,51.43,1
4497,930809.91,28,150,78,0.0,115,67350.2125,50975.80659,94,21,21473.95,3,150,0,0,0,0,8190.0,27846.0,4550.0,0
6850,306840.0,10,259,139,0.0,186,25885.40816,23382.84483,41,12,890.0,4,259,38,26,39,33,5296.0,19330.4,1390.2,0
6029,2000.0,-88888,62,8,0.0,0,-88888.0,0.0,2,25,0.0,7,41,0,0,16,24,3696.0,8470.0,1337.88,1
5357,98673.62,2,343,86,0.0,259,8070.399961,7319.460443,234,80,30133.31,4,343,2,2,6,5,21867.0,23640.0,6146.4,0
3385,74372.56,3,341,128,0.0,241,80729.01639,57827.28507,16,13,11227.56,6,341,9,9,11,13,441.0,2926.0,122.5,0
5730,50720.0,3,79,25,0.0,65,1779.310345,3748.076923,22,9,31300.0,4,79,40,26,44,47,2748.0,12824.0,1053.4,0
4731,10075.0,7,32,26,0.0,30,6650.0,28112.5,9,2,75.0,6,32,0,0,0,0,6.0,21.43,4.29,0
338,10110.0,18,254,123,20.25,69,775.0,1287.755102,44,33,5110.0,11,181,46,15,112,124,4860.0,16362.0,2106.0,0
2804,15500.0,-88888,6,-88888,0.0,6,1584.615385,650.0,17,5,-88888.0,0,6,9,9,6,8,153.0,252.0,76.5,1
3255,140000.0,6,29,21,0.0,24,-88888.0,15611.11111,7,0,140000.0,3,29,9,0,6,10,32.0,160.0,20.0,1
1381,3000.0,3,4,1,0.0,4,-88888.0,2000.0,4,1,0.0,2,4,7,3,6,3,702.0,1930.5,351.0,0
4901,92065.0,3,84,32,0.0,84,10075.33333,6943.548387,17,8,50040.0,4,84,33,20,20,28,123.0,1090.6,86.1,1
5352,7527.53,32,98,73,0.0,61,-88888.0,2747.777778,70,2,1202.96,5,98,6,4,8,4,224.0,525.33,110.67,0
2476,80.0,6,29,27,0.0,28,0.0,1100.0,12,2,30.0,3,29,1,1,1,1,2.0,10.33,2.33,1
6155,20090.0,2,45,36,0.0,24,3000.0,2181.818182,7,1,20090.0,4,45,5,0,8,9,432.0,1526.4,129.6,0
4353,4000.0,0,4,1,0.0,3,6500.0,6500.0,2,1,0.0,4,4,0,0,0,0,1.0,1.0,0.62,1
1126,89980.0,17,272,202,0.0,131,8714.285714,6169.94,26,18,847.0,6,272,43,14,64,90,2256.0,9802.86,559.52,1
1894,30000.0,-88888,26,-88888,0.0,26,1842.857143,1462.790698,7,3,3000.0,1,26,7,7,5,4,40.0,144.0,14.0,1
1624,9620.02,-88888,8,-88888,0.0,8,-88888.0,4156.333333,0,0,-88888.0,0,8,1,1,0,1,120.0,168.0,0.0,0
2481,1260570.0,6,335,153,0.0,293,1900.0,37867.0098,15,8,449235.0,11,333,14,7,16,13,61.0,2422.57,74.07,0
4381,47351.5,1,97,31,0.0,57,33566.66667,20857.23636,5,5,15963.65,6,69,24,18,14,16,268.0,1206.0,67.0,0
1053,42536.0,31,1680,420,0.0,395,1579.677419,4015.688103,77,35,2312.0,8,1058,76,41,195,217,120000.0,508055.56,15625.0,0
5330,40000.0,1,38,27,0.0,20,-88888.0,3384.615385,4,1,0.0,4,38,1,1,2,2,206.0,978.5,90.12,0
6785,175700.0,8,113,33,0.0,46,22435.0,6806.185185,24,9,39464.0,7,110,9,5,21,19,1512.0,4110.75,661.5,0
820,40326.5,8,362,195,0.0,115,2206.214953,2211.647727,27,20,66.0,6,362,59,27,153,166,16472.0,68971.43,3367.43,0
5080,140094.0,15,37,14,0.0,27,1166.666667,4391.734694,34,12,17694.0,5,37,12,6,10,11,500.0,1066.67,326.67,1
7291,63.0,3,147,43,2.3,19,2515.0,23343.33333,4,10,63.0,9,111,1,0,4,7,92.0,319.7,41.4,0
857,128969.0,28,560,193,0.0,108,1263.043478,3574.864865,74,48,128969.0,7,416,52,35,142,162,9607.5,31491.25,1830.0,1
7349,15207.96,-88888,158,22,342.32,7,545.4545455,3454.545455,3,22,7.96,15,79,7,7,65,72,1147.5,4618.93,496.61,1
4815,31900.0,8,30,16,0.0,30,1821.428571,1956.0,14,3,29900.0,4,30,31,4,15,23,136.0,414.8,54.4,1
1649,112000.0,0,75,4,0.0,75,7495.3125,3400.480769,8,2,0.0,1,75,18,18,11,14,270.0,1530.0,72.0,1
6542,306747.92,4,226,149,0.0,92,5000.0,16555.27273,11,1,26617.92,6,226,5,1,12,11,95.0,591.71,27.14,1
1895,12734.2,5,124,50,0.0,124,2548.611111,2210.335196,13,0,12734.2,2,124,1,0,0,1,18074.0,70144.33,2797.17,0
699,68890.0,19,208,122,0.0,70,5477.428571,4881.111111,123,84,90.0,5,208,23,11,60,71,14620.0,28451.67,7202.5,0
4778,636784.64,121,1451,1079,0.0,781,50378.54667,37675.39535,328,120,118010.69,4,1451,0,0,0,0,8904.0,28778.4,2872.8,0
3311,61048.09,13,152,56,0.0,126,28352.96296,25094.05699,44,12,298.01,13,130,1,1,2,2,534.0,3204.0,237.33,0
5867,23073.83,2,336,34,0.0,19,1500.0,3635.294118,11,82,3073.83,13,87,1,1,32,33,1017.5,2101.79,622.68,1
2482,100.0,3,3,3,0.0,3,0.0,0.0,4,4,0.0,1,3,2,1,1,0,65.0,52.0,26.0,0
1882,8900.0,4,86,57,0.0,68,1550.0,3083.269231,14,6,16370.0,2,86,32,17,27,26,495.0,1828.75,96.25,1
2547,162.84,0,2,2,0.0,2,-88888.0,-88888.0,0,0,162.84,2,2,2,-88888,1,-88888,2.0,0.0,0.0,1
3762,41993.79,17,678,450,0.0,288,17234.4717,16220.77512,64,59,1023.79,5,678,0,0,0,0,6930.0,14574.0,1134.0,0
1316,0.0,-88888,4,4,0.0,-88888,-88888.0,-88888.0,1,1,0.0,2,4,-88888,-88888,1,2,5.0,25.0,2.5,0
707,9700.0,7,1692,192,336.61,107,2276.315789,2427.622951,14,78,250.0,13,534,26,8,201,242,12629.5,49656.29,3191.04,1
5629,210735.3,66,601,403,0.0,372,12037.87269,13676.42131,358,130,17486.83,3,601,66,26,64,68,50689.0,83818.5,16629.62,0
3210,6000.0,2,11,7,0.0,7,6000.0,2000.0,7,3,0.0,4,11,0,0,0,1,160.0,380.0,90.0,0
6973,25000.51,9,62,33,0.0,41,636.3636364,1348.101266,33,8,0.0,3,62,46,20,36,56,2489.0,7336.0,687.75,1
3292,100760.0,-88888,38,31,0.0,7,5050.0,12587.5,0,2,760.0,4,38,0,0,1,1,98.0,441.0,24.5,0
185,433802.39,9,980,343,0.0,190,24495.0,53613.27586,23,44,261.71,9,664,18,7,68,82,10128.0,62287.2,2946.97,0
4176,516.69,16,13,10,0.0,5,0.0,44.44444444,30,14,16.69,4,13,2,1,0,2,366.0,1561.6,231.8,1
6677,81980.85,6,119,41,0.0,43,3000.0,2695.56962,17,15,3020.35,9,95,4,3,12,15,612.0,1768.0,176.8,1
5628,70003.0,4,315,71,249.95,64,3837.0,2686.272727,15,24,20503.0,10,232,11,9,16,22,1833.0,5063.18,621.68,0
587,956050.89,25,551,185,0.0,173,100000.0,39475.3211,57,40,50.89,6,534,8,5,35,41,2852.0,10876.57,1054.0,1
3448,113950.0,0,48,37,0.0,28,-88888.0,5553.571429,3,5,30050.0,4,48,7,2,4,4,432.0,1749.6,108.0,1
7948,377705.76,55,1046,359,0.0,305,17497.48936,53871.38211,177,146,14268.2,9,685,28,11,58,71,11594.0,20472.4,2910.9,0
939,260285.0,55,376,278,0.0,204,5324.722222,3690.421053,160,42,112085.0,4,376,82,32,113,115,17550.0,38025.0,6207.5,0
322,41654.0,16,481,268,0.0,123,1605.416667,1514.646552,34,36,4.0,7,479,57,33,139,147,6025.0,21449.0,2031.29,1
5058,6700.0,1,15,6,0.0,11,-88888.0,861.1111111,3,6,99.0,6,14,18,11,30,27,200.0,880.0,100.0,0
2934,100.0,-88888,6,-88888,0.0,6,143758.3333,143758.3333,3,1,-88888.0,0,6,1,1,1,1,1080.0,2025.0,337.5,0
5363,29404.69,5,175,75,29.58,25,500.0,674.4186047,23,25,59.69,10,117,12,2,12,5,4260.0,13016.67,1952.5,0
6578,0.0,2,11,11,0.0,4,-88888.0,-88888.0,5,0,0.0,4,11,2,-88888,4,2,24.0,56.0,7.0,0
7160,1985231.0,6,182,100,0.0,72,20323.75,13357.28814,36,26,1095841.0,6,182,8,6,13,14,1700.0,4832.86,1105.0,0
5090,7504.3,5,60,54,0.0,25,-88888.0,729.4117647,19,6,30.3,3,60,5,0,10,10,119.0,702.67,59.5,0
7367,5040.8,53,178,103,0.0,122,500.0,895.8809524,105,43,1704.8,6,157,27,13,32,32,2880.0,10560.0,1892.57,1
1863,19200.0,-88888,24,-88888,0.0,17,1250.0,1469.354839,2,0,0.0,8,17,6,6,6,5,735.0,1680.0,35.0,0
1616,902450.0,12,295,67,0.0,276,23451.35417,12537.26277,42,11,1430.0,2,295,18,12,16,20,960.0,4400.0,344.0,1
1942,0.0,2,1,1,0.0,1,-88888.0,-88888.0,2,2,0.0,2,1,0,-88888,-88888,0,86.0,193.5,32.25,1
2231,148161.89,14,212,74,0.0,212,3406.122449,4555.107208,34,15,194660.57,1,212,23,20,15,18,961.0,2376.67,180.83,1
1686,7865.0,18,43,18,0.0,38,0.0,2773.076923,33,14,0.0,8,38,9,5,4,7,258.0,1358.8,309.6,1
2101,719361.26,4,38,12,0.0,38,65642.85714,25421.56863,14,1,242.6,1,38,6,4,2,5,450.0,840.0,112.5,0
7529,26730.0,9,206,132,0.0,102,803.5555556,1192.488038,32,15,72.5,3,206,16,14,26,29,6831.0,20889.0,998.25,0
3110,12500.0,-88888,7,-88888,0.0,7,3000.0,3318.181818,3,3,5000.0,1,7,0,0,0,0,2.0,5.0,0.75,1
4620,66212.0,7,85,65,0.0,53,2000.0,9004.166667,18,3,32812.0,3,85,0,0,0,0,200.0,850.0,100.0,0
1184,51049.0,15,54,38,0.0,45,1262.5,2737.142857,21,8,19.0,10,53,14,4,12,7,46.0,302.29,49.29,1
7594,8246.0,24,189,169,0.0,130,-88888.0,2122.068966,49,17,50.0,5,189,31,7,38,41,1554.0,17439.33,1956.89,0
1770,137950.0,0,39,19,0.0,39,1500.0,5891.666667,3,1,12050.0,2,39,12,12,5,11,316.0,2317.33,79.0,0
747,100945.0,16,184,134,0.0,81,960.0,2432.689655,32,9,90.0,5,184,36,21,55,63,1800.0,9600.0,440.0,1
3618,5844.22,2,34,20,7.43,9,637.5,537.8095238,29,7,0.22,9,31,0,0,2,1,8.0,52.0,12.57,1
4781,415.0,-88888,6,-88888,0.0,5,1012.5,1476.666667,4,1,0.0,5,6,2,2,1,0,107.0,214.0,107.0,0
2001,24000.0,8,11,6,0.0,11,2233.333333,3207.692308,14,7,0.0,2,11,16,2,7,14,60.0,240.0,46.67,1
4229,0.0,1,37,19,0.0,6,-88888.0,-88888.0,1,0,0.0,6,37,0,-88888,0,0,3.0,5.6,0.3,0
7279,13000.0,4,93,29,0.0,21,969.0909091,2482.777778,12,21,0.0,7,73,6,2,29,31,2548.0,9114.0,1347.5,0
6483,18910.0,-88888,23,9,0.0,14,420.0,984.0,10,5,7450.0,5,23,3,3,9,6,346.0,1349.4,346.0,0
3603,138438.0,28,445,352,0.0,217,34446.11111,20997.38938,72,24,37283.0,3,445,2,1,2,5,1404.5,5551.75,510.12,0
6509,234050.0,4,78,33,0.0,50,16854.61538,12328.31169,16,8,0.0,4,78,28,20,22,21,4020.0,13936.0,1340.0,0
395,1460045.8,66,2231,804,0.0,621,38099.56522,21361.23909,212,221,186833.6,7,1789,89,47,217,257,162532.0,530735.0,67453.17,0
2552,73756.53,23,116,61,0.0,108,20109.23077,15292.6087,47,15,6330.92,2,116,15,8,14,11,480.0,1320.0,136.0,1
633,671441.2,25,981,581,0.0,327,34355.55556,17449.65854,58,28,201771.2,6,970,37,20,103,108,35860.0,121318.57,9081.43,0
4396,17868.0,1,26,4,0.0,19,470.0,680.3030303,26,9,1068.0,6,26,1,1,1,1,363.0,891.0,174.17,0
1372,335310.0,-88888,87,-88888,0.0,87,5945.316456,5510.963303,20,9,315545.0,1,87,15,15,13,11,1637.5,9825.0,655.0,0
3884,0.0,1,10,8,0.0,5,-88888.0,-88888.0,4,3,0.0,5,10,0,-88888,0,0,2.5,4.25,1.12,1
1436,21000.0,3,25,7,0.0,25,500.0,1195.806452,12,2,13000.0,1,25,5,3,5,4,32.5,90.0,15.0,1
2740,139300.0,5,105,37,0.0,82,3390.588235,3566.031746,46,13,1000.0,3,105,21,19,16,16,7857.0,21097.5,3564.75,0
6704,29675.7,7,203,103,0.0,133,675.4545455,2108.134328,33,14,11978.0,5,203,16,9,19,19,5605.0,22518.33,2360.0,0
4822,101306.42,9,78,59,0.0,53,4821.428571,5757.954545,36,4,63336.42,4,78,23,12,17,23,6776.0,13068.0,1887.6,0
2744,101124.0,5,170,42,0.0,170,9503.181818,7489.773585,24,9,19259.0,2,170,31,18,18,21,4116.0,28469.0,1429.17,0
